student_id,age,gender,ethnicity,family_income,parent_education,family_size,single_parent,gpa_previous_year,attendance_rate,disciplinary_incidents,extracurricular_activities,school_type,class_size,teacher_student_ratio,absences_last_semester,late_arrivals,homework_completion_rate,counseling_sessions,tutoring_hours,free_lunch_eligible,dropout_risk
STU_02456,18,Male,White,67967.0,Bachelor's Degree,4,1,2.59,0.864,2,3,Public,21,0.057,12,10,0.605,1.0,5.0,1,0
STU_02457,15,Male,Hispanic,,Some College,5,0,1.62,0.652,2,2,Public,28,0.06,9,7,0.746,0.0,2.0,1,1
STU_02458,16,Female,Black,19036.0,Some College,4,0,2.05,0.707,2,1,Public,26,0.067,3,6,0.678,2.0,5.0,0,0
STU_02459,17,Male,Asian,122120.0,,3,0,2.29,0.836,1,2,Charter,21,0.051,12,3,0.901,1.0,2.0,1,0
STU_02460,17,Male,Asian,15000.0,High School,1,0,3.15,0.538,0,1,Public,25,0.072,8,4,0.548,2.0,2.0,0,0
STU_02461,16,Male,Other,15000.0,Some College,4,0,2.52,0.889,1,0,Public,29,0.044,10,3,0.974,2.0,3.0,0,0
STU_02462,17,Female,Hispanic,15000.0,Less than High School,4,0,2.81,0.506,1,2,Private,27,0.037,7,3,0.791,1.0,10.0,1,1
STU_02463,17,Male,Asian,15000.0,Some College,3,1,1.65,0.63,1,3,Private,18,0.03,11,4,0.78,4.0,,0,0
STU_02464,14,Male,Black,49463.0,High School,5,0,3.92,0.829,0,0,Private,28,0.037,6,8,0.418,1.0,,1,0
STU_02465,17,Female,Asian,27213.0,Some College,5,1,2.21,0.623,2,2,Public,26,0.067,12,1,0.863,1.0,1.0,0,1
STU_02466,17,Male,White,30462.0,Some College,6,1,2.99,0.367,0,2,Public,25,0.058,7,4,0.717,1.0,1.0,0,0
STU_02467,15,Female,Other,91340.0,High School,3,1,2.38,0.857,0,1,Public,26,0.065,9,4,0.873,2.0,5.0,1,0
STU_02468,16,Female,Hispanic,20888.0,Less than High School,4,0,2.55,0.634,1,2,Public,28,0.057,6,2,0.953,0.0,4.0,0,0
STU_02469,17,Female,Black,67513.0,High School,3,1,2.16,0.781,1,1,Public,27,0.03,10,8,0.614,2.0,4.0,0,1
STU_02470,16,Female,White,121669.0,Some College,5,0,3.04,0.529,3,2,Private,30,0.068,7,5,0.75,,4.0,0,0
STU_02471,18,Male,White,25222.0,Less than High School,3,0,2.02,0.803,2,1,Public,27,0.048,8,5,0.703,2.0,2.0,1,0
STU_02472,19,Female,White,65488.0,Less than High School,4,1,3.05,0.892,1,2,Public,37,0.058,7,3,0.832,0.0,0.0,0,0
STU_02473,15,Male,White,29928.0,Some College,4,0,2.7,0.836,1,0,Public,28,0.099,9,7,0.589,4.0,2.0,1,0
STU_02474,14,Male,White,76060.0,Bachelor's Degree,8,0,3.3,0.97,1,0,Public,24,0.037,6,4,0.68,2.0,4.0,1,0
STU_02475,16,Male,Black,15000.0,High School,4,1,3.38,0.944,0,2,Charter,21,0.066,6,6,0.876,3.0,2.0,0,0
STU_02476,17,Male,White,15000.0,Some College,5,0,2.55,0.837,2,0,Public,29,0.087,9,5,0.436,3.0,1.0,0,0
STU_02477,16,Female,White,26555.0,Graduate Degree,6,1,3.09,0.812,5,5,Private,24,0.068,11,6,0.599,3.0,2.0,1,0
STU_02478,18,Male,White,17834.0,,1,1,2.44,0.835,0,3,Public,26,0.056,11,6,0.896,1.0,2.0,0,1
STU_02479,14,Female,Hispanic,24020.0,High School,4,0,3.85,0.778,2,0,Public,25,0.081,8,10,0.75,2.0,2.0,0,1
STU_02480,17,Female,White,30466.0,Bachelor's Degree,4,0,2.51,0.795,1,1,Public,24,0.075,10,4,0.899,4.0,6.0,0,0
STU_02481,15,Female,White,64603.0,Some College,5,1,2.64,0.536,1,0,Public,17,0.107,7,8,0.356,2.0,3.0,0,1
STU_02482,19,Male,Hispanic,26209.0,Graduate Degree,3,0,2.42,0.918,3,1,Public,28,0.03,3,6,0.806,1.0,3.0,0,1
STU_02483,19,Female,Hispanic,18787.0,Some College,1,0,2.21,0.883,0,2,Public,26,0.076,9,5,0.579,2.0,3.0,1,0
STU_02484,15,Male,White,27413.0,Bachelor's Degree,1,0,4.0,0.921,0,0,Charter,20,0.047,7,5,0.606,4.0,1.0,0,1
STU_02485,15,Male,White,19627.0,Bachelor's Degree,3,0,3.19,0.85,2,4,Private,30,0.082,7,2,0.812,0.0,6.0,0,0
STU_02486,17,Female,White,17202.0,Some College,5,0,2.85,0.679,2,1,Public,17,0.038,9,7,0.714,1.0,2.0,1,0
STU_02487,15,Male,Other,15000.0,Bachelor's Degree,1,0,2.42,0.963,0,1,Public,27,0.105,13,10,0.753,2.0,4.0,0,0
STU_02488,16,Male,White,38391.0,High School,1,0,3.69,0.555,3,2,Public,28,0.036,3,5,0.319,3.0,1.0,0,0
STU_02489,16,Female,Hispanic,23041.0,Less than High School,5,0,2.36,0.776,0,3,Public,25,0.031,4,4,0.946,4.0,3.0,0,1
STU_02490,14,Male,White,78670.0,High School,5,0,2.9,0.856,1,2,Public,39,0.03,4,2,0.893,1.0,2.0,1,0
STU_02491,16,Female,Hispanic,15000.0,Graduate Degree,1,0,4.0,0.767,1,1,Public,39,0.031,9,4,0.835,2.0,7.0,1,0
STU_02492,15,Male,White,23537.0,Some College,2,1,2.03,0.907,1,1,Public,20,0.071,8,4,0.96,4.0,4.0,1,0
STU_02493,15,Male,White,150000.0,Some College,4,0,3.23,0.878,1,3,Public,21,0.095,8,7,0.958,3.0,3.0,1,0
STU_02494,18,Male,Hispanic,17125.0,Some College,1,0,3.03,0.965,1,1,Public,27,0.034,5,9,0.52,2.0,0.0,0,1
STU_02495,14,Male,White,30055.0,Less than High School,5,1,3.22,0.856,2,3,Public,21,0.061,7,3,0.864,0.0,3.0,0,0
STU_02496,17,Male,White,15000.0,High School,3,0,2.57,0.813,0,1,Public,28,0.03,11,6,0.713,5.0,1.0,0,1
STU_02497,16,Female,Hispanic,15000.0,Bachelor's Degree,2,0,2.33,0.66,1,0,Public,39,0.03,8,4,0.91,3.0,2.0,0,0
STU_02498,16,Female,Other,125223.0,Graduate Degree,7,0,2.98,0.73,1,1,Public,26,0.049,12,2,0.652,2.0,,1,0
STU_02499,17,Female,White,41641.0,High School,3,1,2.44,0.908,1,3,Public,28,0.095,11,4,0.773,1.0,3.0,0,1
STU_02500,17,Male,Hispanic,40414.0,High School,4,0,0.93,0.837,0,1,Public,18,0.03,6,4,0.688,0.0,1.0,1,1
STU_02501,17,Female,Other,15000.0,Less than High School,4,0,2.14,0.974,0,1,Charter,21,0.07,6,1,0.547,2.0,1.0,1,0
STU_02502,17,Female,Black,48387.0,High School,4,0,2.55,0.809,0,0,Public,15,0.031,7,3,0.562,3.0,0.0,1,0
STU_02503,16,Female,Hispanic,,High School,3,1,1.94,0.763,3,2,Public,24,0.037,6,6,0.643,4.0,4.0,0,1
STU_02504,15,Male,Black,91088.0,Some College,3,0,2.92,0.821,3,2,Public,31,0.053,6,4,0.709,1.0,5.0,0,0
STU_02505,14,Female,White,61986.0,High School,5,1,2.19,0.678,1,1,Public,20,0.065,10,5,0.686,2.0,4.0,0,0
STU_02506,15,Female,Hispanic,15000.0,High School,5,0,2.77,0.748,0,0,Public,28,0.03,9,3,0.851,0.0,5.0,0,1
STU_02507,19,Male,White,46653.0,Bachelor's Degree,1,1,4.0,0.876,0,0,Private,24,0.066,12,5,0.917,2.0,1.0,1,0
STU_02508,18,Female,White,,Graduate Degree,3,0,3.78,0.856,2,3,Public,26,0.068,6,8,0.47,1.0,1.0,1,0
STU_02509,14,Male,White,15000.0,High School,5,0,3.27,0.893,1,1,Public,36,0.04,10,5,0.576,1.0,3.0,0,0
STU_02510,14,Female,White,15000.0,Some College,6,1,4.0,0.8,0,2,Public,31,0.043,11,7,0.575,1.0,3.0,0,0
STU_02511,17,Female,Hispanic,73904.0,High School,4,1,2.74,0.701,2,1,Public,24,0.038,10,8,0.557,3.0,,0,1
STU_02512,17,Female,Hispanic,73192.0,Graduate Degree,6,1,2.75,0.842,1,3,Charter,23,0.086,6,2,0.828,2.0,1.0,0,1
STU_02513,17,Male,Hispanic,,Some College,6,0,1.96,0.535,1,1,Charter,21,0.069,3,13,0.622,2.0,2.0,0,0
STU_02514,16,Male,White,68598.0,Bachelor's Degree,3,0,3.82,0.863,1,1,Private,34,0.051,7,1,0.704,1.0,1.0,0,0
STU_02515,16,Female,White,39193.0,,3,1,4.0,0.768,0,3,Public,29,0.058,11,7,0.61,1.0,4.0,0,0
STU_02516,16,Male,Hispanic,67833.0,Some College,7,0,3.53,0.733,1,2,Charter,30,0.086,12,12,0.629,4.0,3.0,0,0
STU_02517,16,Male,Other,21859.0,Some College,2,1,3.94,0.888,0,3,Public,22,0.082,6,4,0.651,0.0,1.0,1,0
STU_02518,14,Female,White,60849.0,High School,2,0,0.61,0.789,1,5,Public,26,0.089,9,4,0.553,2.0,2.0,0,1
STU_02519,16,Female,White,71329.0,High School,4,0,4.0,0.731,1,1,Public,25,0.068,6,7,0.739,2.0,5.0,1,0
STU_02520,15,Male,Asian,27417.0,Some College,3,0,2.72,0.85,0,4,Public,19,0.061,9,6,0.888,2.0,2.0,1,0
STU_02521,16,Male,White,,Bachelor's Degree,2,0,4.0,0.948,2,0,Public,19,0.03,8,9,0.694,4.0,2.0,0,0
STU_02522,19,Male,Asian,21616.0,Less than High School,7,0,4.0,0.753,3,1,Public,18,0.075,11,5,0.93,3.0,1.0,0,0
STU_02523,17,Female,Hispanic,136123.0,Some College,5,0,3.42,0.806,1,2,Private,25,0.093,8,4,0.657,1.0,3.0,0,0
STU_02524,16,Female,White,32984.0,,4,0,2.53,0.807,0,2,Public,18,0.05,6,4,0.881,0.0,,1,0
STU_02525,17,Female,White,17368.0,Less than High School,3,0,2.93,0.728,0,1,Public,34,0.088,7,2,0.755,3.0,3.0,0,0
STU_02526,17,Female,White,,Some College,7,1,1.27,0.887,1,3,Public,33,0.052,10,2,0.759,2.0,4.0,1,1
STU_02527,17,Female,White,40192.0,High School,6,0,3.54,0.707,1,2,Public,21,0.076,11,4,0.773,6.0,2.0,0,0
STU_02528,17,Female,Asian,66348.0,High School,5,0,0.76,0.799,1,1,Public,19,0.068,6,3,0.825,1.0,2.0,1,0
STU_02529,19,Male,Black,15000.0,High School,2,0,2.56,0.631,2,3,Public,26,0.05,10,5,0.535,3.0,2.0,1,1
STU_02530,14,Female,Hispanic,150000.0,Some College,5,0,4.0,0.903,3,3,Public,26,0.053,8,5,0.63,0.0,,0,0
STU_02531,17,Male,Black,,Some College,2,0,3.38,0.861,1,3,Charter,24,0.047,11,1,0.624,0.0,3.0,0,0
STU_02532,15,Female,White,52742.0,Graduate Degree,2,0,1.58,0.641,2,1,Charter,29,0.039,17,3,0.803,4.0,0.0,1,1
STU_02533,17,Female,Hispanic,33599.0,High School,4,0,1.73,0.913,1,2,Public,21,0.066,11,1,0.426,2.0,1.0,1,0
STU_02534,15,Male,Hispanic,36879.0,Bachelor's Degree,2,1,2.32,0.807,0,2,Public,26,0.048,4,2,0.711,3.0,3.0,0,0
STU_02535,15,Female,Black,32253.0,High School,7,0,2.86,0.827,1,5,Public,21,0.067,10,7,0.906,2.0,4.0,0,0
STU_02536,16,Male,White,81981.0,Some College,5,0,3.5,0.931,1,1,Public,20,0.085,6,4,0.665,0.0,2.0,0,0
STU_02537,17,Female,Hispanic,36086.0,Some College,4,0,3.28,0.868,2,2,Public,28,0.061,12,2,0.694,6.0,2.0,0,0
STU_02538,17,Male,Asian,67080.0,,2,0,1.95,0.86,1,2,Public,25,0.051,5,7,0.876,3.0,3.0,0,0
STU_02539,14,Female,White,25666.0,Some College,4,0,3.29,0.895,1,2,Public,33,0.079,9,6,0.927,2.0,2.0,0,0
STU_02540,16,Male,White,42468.0,High School,4,0,3.38,0.792,5,2,Public,18,0.048,7,4,0.633,3.0,3.0,1,0
STU_02541,15,Male,Hispanic,19089.0,Less than High School,1,0,3.19,0.794,1,1,Public,18,0.066,5,3,0.78,5.0,5.0,1,1
STU_02542,14,Male,White,96107.0,High School,3,1,4.0,0.801,1,2,Private,31,0.03,7,5,0.863,,0.0,1,0
STU_02543,16,Male,Hispanic,18639.0,Bachelor's Degree,1,1,3.38,0.943,0,2,Public,22,0.077,3,4,0.598,2.0,3.0,0,1
STU_02544,16,Male,Other,,Bachelor's Degree,1,0,3.57,0.615,1,3,Public,26,0.075,14,1,0.451,2.0,5.0,0,0
STU_02545,19,Female,Hispanic,28227.0,High School,4,0,4.0,0.895,1,0,Public,27,0.03,9,2,0.892,0.0,3.0,1,1
STU_02546,17,Male,Hispanic,27360.0,High School,3,1,3.48,0.446,0,1,Public,23,0.042,11,5,0.913,7.0,3.0,0,1
STU_02547,14,Male,Hispanic,64731.0,Less than High School,3,1,2.36,0.608,1,1,Public,24,0.038,12,6,0.725,1.0,0.0,0,0
STU_02548,15,Male,White,28189.0,High School,6,1,3.79,0.831,0,2,Public,26,0.055,13,7,0.547,5.0,5.0,0,0
STU_02549,18,Female,White,110762.0,,4,0,2.48,0.887,1,1,Public,21,0.031,4,4,0.886,2.0,1.0,1,0
STU_02550,19,Female,Asian,18868.0,Some College,5,1,2.01,0.738,5,3,Public,24,0.062,6,5,0.307,1.0,,0,0
STU_02551,14,Female,Hispanic,,High School,3,1,2.08,0.634,1,0,Private,30,0.097,5,9,0.582,2.0,7.0,0,0
STU_02552,14,Female,White,19523.0,High School,3,0,3.79,0.747,0,3,Public,24,0.059,10,2,0.655,1.0,3.0,0,0
STU_02553,19,Male,White,50857.0,Bachelor's Degree,4,1,3.3,0.509,0,0,Charter,19,0.084,6,4,0.939,2.0,0.0,0,0
STU_02554,17,Male,Hispanic,35855.0,High School,7,1,3.65,0.782,0,3,Private,28,0.061,11,7,0.756,3.0,5.0,1,0
STU_02555,15,Male,Black,32079.0,High School,3,0,3.3,0.904,0,1,Private,28,0.031,7,5,0.819,2.0,2.0,0,0
STU_02556,17,Female,Black,93975.0,Some College,3,1,2.95,0.917,2,0,Private,23,0.057,15,8,0.755,2.0,0.0,1,0
STU_02557,14,Female,White,21515.0,Some College,5,1,3.05,0.762,0,0,Public,15,0.03,8,6,0.869,0.0,2.0,0,1
STU_02558,16,Female,Asian,58059.0,Some College,4,1,3.27,0.915,2,4,Private,26,0.064,7,3,0.458,4.0,2.0,0,0
STU_02559,16,Male,Hispanic,19630.0,Bachelor's Degree,5,1,2.32,0.954,0,1,Public,36,0.055,10,7,0.708,0.0,2.0,1,0
STU_02560,17,Male,Hispanic,39741.0,High School,3,0,1.77,0.785,1,0,Public,29,0.096,9,2,0.752,4.0,4.0,1,0
STU_02561,14,Male,Hispanic,15000.0,Bachelor's Degree,3,0,2.41,0.978,0,1,Public,21,0.073,10,3,0.943,5.0,6.0,1,0
STU_02562,16,Female,White,21375.0,High School,3,0,3.24,0.652,3,1,Public,15,0.056,11,4,0.94,1.0,6.0,1,0
STU_02563,15,Male,Other,34006.0,Some College,3,1,2.28,0.96,1,2,Public,21,0.047,8,7,0.806,1.0,5.0,1,1
STU_02564,16,Female,White,150000.0,,2,0,4.0,0.812,3,4,Public,28,0.069,6,5,0.785,3.0,5.0,0,0
STU_02565,15,Male,White,39365.0,Some College,4,0,3.15,0.811,0,3,Public,23,0.03,8,1,0.344,2.0,3.0,0,0
STU_02566,15,Female,Black,136453.0,Bachelor's Degree,2,0,2.9,0.47,1,2,Public,30,0.062,10,3,0.868,3.0,2.0,1,0
STU_02567,15,Female,Hispanic,43315.0,Bachelor's Degree,3,0,2.31,0.916,0,3,Private,20,0.053,15,5,0.876,2.0,0.0,1,0
STU_02568,17,Female,Black,26644.0,Less than High School,4,0,3.53,0.83,1,1,Public,20,0.055,9,8,0.49,1.0,4.0,0,0
STU_02569,17,Female,Hispanic,124428.0,Bachelor's Degree,3,1,1.83,0.829,1,1,Public,21,0.046,4,5,0.724,0.0,3.0,0,1
STU_02570,16,Female,White,51514.0,Graduate Degree,3,0,3.05,0.663,1,1,Private,28,0.093,8,7,0.391,0.0,4.0,0,0
STU_02571,16,Female,Asian,21716.0,Some College,5,1,2.45,0.485,1,0,Public,24,0.061,7,5,0.843,2.0,2.0,1,0
STU_02572,14,Female,White,52916.0,High School,2,0,2.9,0.736,1,2,Public,22,0.082,11,10,0.919,2.0,4.0,0,0
STU_02573,16,Female,Asian,28737.0,Less than High School,1,0,3.19,0.871,1,0,Public,29,0.051,12,2,0.374,1.0,2.0,0,1
STU_02574,16,Female,White,15000.0,High School,7,0,1.88,0.988,2,2,Public,31,0.05,7,3,0.656,5.0,2.0,0,1
STU_02575,19,Female,Black,76786.0,Less than High School,3,1,1.46,0.771,1,1,Public,17,0.088,6,3,0.84,2.0,1.0,0,0
STU_02576,14,Female,White,87199.0,Some College,4,0,2.05,0.854,2,3,Charter,30,0.076,12,5,0.307,3.0,2.0,0,0
STU_02577,18,Female,Hispanic,,Less than High School,5,0,3.5,0.835,0,0,Public,24,0.049,13,6,0.385,1.0,2.0,1,0
STU_02578,17,Male,Asian,50905.0,High School,1,0,3.1,0.711,3,1,Public,31,0.08,8,10,0.6,0.0,3.0,0,0
STU_02579,16,Male,Hispanic,29763.0,High School,3,1,2.48,0.87,1,2,Public,26,0.037,5,3,0.693,0.0,3.0,0,0
STU_02580,19,Female,Black,70827.0,Some College,5,0,4.0,0.978,0,0,Public,29,0.082,6,3,0.976,2.0,1.0,0,0
STU_02581,17,Female,Black,71672.0,Some College,2,1,3.83,0.652,1,1,Public,19,0.073,9,5,0.571,4.0,0.0,0,0
STU_02582,17,Female,Black,134676.0,Bachelor's Degree,5,0,3.63,0.764,1,0,Public,20,0.058,10,8,0.642,5.0,1.0,0,0
STU_02583,16,Male,Asian,35042.0,Less than High School,6,0,2.22,0.984,3,2,Public,24,0.066,3,7,0.723,,4.0,0,0
STU_02584,18,Female,White,,Less than High School,2,0,3.63,0.891,0,2,Public,17,0.039,10,3,0.517,,5.0,1,0
STU_02585,18,Female,White,20487.0,Less than High School,3,0,3.07,0.887,2,1,Public,19,0.053,7,7,0.893,1.0,,1,1
STU_02586,15,Male,White,55825.0,High School,1,0,2.22,0.837,0,3,Public,30,0.087,8,4,0.837,2.0,0.0,0,0
STU_02587,14,Female,White,15000.0,Less than High School,3,0,2.72,0.849,2,2,Public,18,0.084,8,7,0.486,2.0,3.0,1,0
STU_02588,16,Female,White,67567.0,Bachelor's Degree,6,0,1.97,0.983,1,0,Public,20,0.04,13,4,0.911,,2.0,0,0
STU_02589,15,Male,Hispanic,58120.0,High School,8,1,2.23,0.859,1,0,Public,24,0.068,6,4,0.649,4.0,3.0,1,0
STU_02590,16,Female,White,57992.0,Graduate Degree,3,1,1.88,0.902,0,2,Public,25,0.03,4,8,0.832,4.0,1.0,1,1
STU_02591,18,Female,White,40562.0,Some College,3,0,3.57,0.766,2,1,Public,18,0.089,3,3,0.737,3.0,1.0,1,0
STU_02592,15,Male,White,123795.0,High School,4,0,2.74,0.756,0,5,Public,22,0.066,10,8,0.54,1.0,3.0,1,1
STU_02593,16,Male,Black,72955.0,Bachelor's Degree,6,0,2.05,0.877,0,2,Public,25,0.051,6,1,0.834,6.0,4.0,1,0
STU_02594,16,Female,Hispanic,22345.0,Bachelor's Degree,3,0,3.21,0.816,3,0,Private,27,0.03,6,3,0.604,2.0,3.0,0,0
STU_02595,17,Male,White,22667.0,Some College,4,0,2.8,0.843,0,0,Public,20,0.057,10,11,0.664,3.0,4.0,1,0
STU_02596,14,Male,Asian,17966.0,Graduate Degree,7,0,3.64,0.565,0,1,Public,18,0.103,6,6,0.84,4.0,2.0,0,1
STU_02597,15,Male,White,56445.0,High School,4,0,2.91,0.887,1,1,Public,19,0.054,8,4,0.848,2.0,3.0,0,0
STU_02598,16,Female,Other,16316.0,Bachelor's Degree,6,0,1.65,0.836,1,3,Private,24,0.066,7,6,0.563,3.0,,1,1
STU_02599,18,Female,Hispanic,86397.0,High School,4,0,2.4,0.808,1,1,Public,22,0.054,8,4,0.574,,4.0,0,0
STU_02600,15,Female,White,104650.0,Bachelor's Degree,4,1,1.87,0.676,0,3,Public,24,0.049,9,4,0.729,2.0,3.0,1,1
STU_02601,14,Male,Hispanic,17976.0,High School,5,1,3.25,0.71,1,1,Private,24,0.068,7,6,0.94,3.0,4.0,1,0
STU_02602,17,Female,Black,31306.0,High School,3,1,3.67,0.914,2,1,Public,23,0.09,9,7,0.785,1.0,5.0,1,0
STU_02603,15,Male,White,36802.0,Some College,2,0,1.56,0.786,0,1,Private,24,0.069,15,5,0.577,1.0,4.0,0,0
STU_02604,14,Male,Asian,73658.0,High School,1,1,2.7,0.558,0,0,Public,27,0.061,11,3,0.79,4.0,0.0,0,0
STU_02605,15,Male,White,131594.0,High School,4,0,3.72,0.623,0,0,Public,30,0.051,10,5,0.601,1.0,1.0,1,0
STU_02606,16,Male,White,15000.0,High School,1,1,1.55,0.666,1,3,Public,26,0.063,8,7,0.735,3.0,5.0,0,1
STU_02607,15,Female,White,28154.0,Some College,1,1,2.45,0.915,0,1,Public,27,0.05,9,9,0.89,1.0,3.0,0,0
STU_02608,14,Female,White,29354.0,Bachelor's Degree,2,0,2.8,0.789,1,0,Private,19,0.055,6,2,0.49,1.0,7.0,1,0
STU_02609,17,Male,White,15000.0,Some College,3,0,3.65,0.643,1,1,Private,32,0.079,6,4,0.804,0.0,2.0,1,1
STU_02610,18,Female,Asian,24635.0,Bachelor's Degree,2,0,3.24,0.754,2,0,Public,28,0.068,16,1,0.63,3.0,2.0,1,0
STU_02611,17,Female,White,51135.0,Some College,1,0,3.4,0.782,0,2,Public,33,0.059,8,7,0.715,3.0,3.0,0,0
STU_02612,14,Female,White,29058.0,Less than High School,1,0,3.28,0.661,1,2,Public,24,0.03,7,3,0.946,3.0,2.0,0,0
STU_02613,16,Male,Hispanic,15000.0,Less than High School,3,1,2.5,0.587,0,1,Public,24,0.053,13,5,0.853,5.0,2.0,1,1
STU_02614,16,Female,Asian,150000.0,Some College,8,0,4.0,0.903,0,1,Public,18,0.096,11,5,0.686,3.0,4.0,1,1
STU_02615,17,Male,Other,44934.0,High School,5,0,2.26,0.814,0,0,Public,29,0.078,5,5,0.919,3.0,3.0,1,0
STU_02616,17,Female,Black,,High School,4,0,0.58,0.744,0,1,Public,18,0.081,10,6,0.641,,3.0,0,1
STU_02617,15,Male,Other,15088.0,Some College,2,0,1.36,0.717,1,1,Charter,26,0.044,4,7,0.664,3.0,4.0,1,1
STU_02618,16,Female,Black,44737.0,Some College,3,1,2.71,0.619,1,1,Public,30,0.093,13,7,0.667,1.0,3.0,0,0
STU_02619,17,Male,Other,31845.0,High School,5,0,2.53,0.895,1,1,Private,24,0.044,7,9,0.793,,4.0,0,0
STU_02620,18,Male,Black,15000.0,Bachelor's Degree,4,0,2.37,0.747,1,0,Public,24,0.063,12,5,0.629,1.0,8.0,1,0
STU_02621,17,Female,White,15426.0,Bachelor's Degree,2,1,2.92,0.924,1,0,Charter,35,0.043,11,6,0.678,3.0,5.0,0,0
STU_02622,17,Female,White,68593.0,Bachelor's Degree,1,0,3.76,0.676,1,3,Public,15,0.09,12,3,0.593,4.0,2.0,1,0
STU_02623,16,Female,Hispanic,150000.0,Graduate Degree,3,0,3.16,0.661,1,1,Public,24,0.073,8,5,0.504,4.0,5.0,1,0
STU_02624,18,Female,White,,High School,1,1,3.32,0.766,1,0,Public,20,0.085,6,5,0.741,3.0,1.0,0,0
STU_02625,17,Male,White,87769.0,Some College,7,0,1.94,0.478,2,2,Public,28,0.03,8,4,0.879,2.0,3.0,0,0
STU_02626,15,Female,Hispanic,32061.0,Bachelor's Degree,3,1,2.38,0.7,2,1,Public,31,0.064,10,8,0.691,,6.0,0,0
STU_02627,18,Male,Asian,33886.0,Some College,1,0,3.36,0.57,0,2,Public,19,0.039,17,3,0.759,3.0,5.0,0,1
STU_02628,17,Male,White,86923.0,Bachelor's Degree,1,0,2.89,0.775,2,0,Public,28,0.06,6,8,0.821,1.0,3.0,1,0
STU_02629,15,Female,Black,137341.0,High School,7,1,3.18,0.923,0,2,Private,27,0.03,9,4,0.877,3.0,1.0,1,0
STU_02630,15,Female,Black,102835.0,Some College,1,0,3.29,0.741,0,2,Public,29,0.041,9,6,0.678,6.0,1.0,0,0
STU_02631,16,Female,Other,15474.0,Less than High School,4,0,2.93,0.674,2,1,Public,23,0.04,5,2,0.855,6.0,4.0,0,1
STU_02632,17,Female,Asian,34421.0,Graduate Degree,8,0,4.0,0.878,0,1,Private,31,0.03,5,3,0.596,0.0,0.0,1,0
STU_02633,16,Female,Black,45343.0,Bachelor's Degree,3,0,2.37,0.661,1,1,Charter,29,0.05,11,3,0.789,1.0,3.0,0,0
STU_02634,16,Male,Hispanic,29503.0,Bachelor's Degree,4,0,2.14,0.651,1,0,Public,25,0.081,7,4,0.712,1.0,2.0,0,0
STU_02635,19,Male,White,49528.0,Some College,4,0,1.39,0.788,0,2,Public,24,0.065,8,4,0.547,1.0,4.0,1,1
STU_02636,18,Female,Hispanic,70015.0,High School,1,0,3.4,0.722,1,1,Public,29,0.04,4,3,0.601,1.0,2.0,0,0
STU_02637,16,Male,Black,81004.0,Less than High School,5,0,2.34,0.857,1,3,Public,28,0.057,9,5,0.662,1.0,0.0,0,0
STU_02638,17,Male,Asian,139902.0,Bachelor's Degree,4,1,3.81,0.881,4,0,Public,23,0.061,11,6,0.862,6.0,3.0,0,1
STU_02639,14,Male,Black,27902.0,High School,6,0,3.0,0.792,2,1,Public,16,0.081,14,2,0.559,0.0,4.0,0,0
STU_02640,17,Female,White,15000.0,High School,4,1,2.53,0.914,3,1,Public,16,0.084,5,6,0.759,1.0,4.0,1,0
STU_02641,19,Male,Hispanic,48368.0,,4,0,1.96,0.803,0,0,Charter,31,0.062,18,7,0.817,2.0,3.0,1,0
STU_02642,16,Female,White,150000.0,High School,8,1,3.48,0.892,1,2,Private,21,0.062,7,7,0.735,2.0,4.0,1,0
STU_02643,15,Female,White,24796.0,Some College,3,0,2.76,0.772,2,0,Public,19,0.09,10,3,0.579,2.0,1.0,1,1
STU_02644,15,Male,White,62911.0,Some College,3,0,3.01,0.802,0,5,Public,25,0.03,8,4,0.796,1.0,4.0,0,0
STU_02645,14,Female,White,63361.0,Some College,5,0,3.28,0.906,0,0,Public,26,0.051,12,7,0.709,1.0,2.0,1,0
STU_02646,15,Female,Black,42326.0,Bachelor's Degree,8,0,3.01,0.829,0,0,Public,21,0.031,11,7,0.376,4.0,3.0,0,0
STU_02647,15,Female,White,36517.0,High School,3,0,2.12,0.712,2,1,Public,15,0.044,12,7,0.927,2.0,3.0,1,0
STU_02648,14,Female,White,17348.0,High School,7,0,3.22,0.769,1,0,Charter,23,0.087,8,5,0.753,3.0,2.0,0,0
STU_02649,16,Male,Other,15000.0,High School,5,0,3.46,0.917,0,0,Charter,19,0.079,6,1,0.994,1.0,3.0,0,0
STU_02650,17,Female,White,15000.0,Graduate Degree,5,1,3.09,0.789,2,0,Private,19,0.052,12,5,0.783,4.0,5.0,1,0
STU_02651,15,Male,White,26576.0,High School,2,1,3.31,0.851,0,1,Public,29,0.046,9,2,0.677,1.0,3.0,1,0
STU_02652,18,Female,White,87373.0,High School,1,0,3.38,0.635,0,3,Private,18,0.064,8,3,0.632,2.0,2.0,0,0
STU_02653,17,Female,White,33440.0,Some College,4,0,2.48,0.785,3,1,Private,28,0.072,10,4,0.751,3.0,7.0,0,0
STU_02654,18,Female,White,23975.0,High School,3,0,2.45,0.892,0,1,Public,28,0.056,5,7,0.973,2.0,2.0,0,0
STU_02655,15,Male,White,17805.0,Graduate Degree,1,0,4.0,0.854,1,1,Public,25,0.062,9,5,0.603,2.0,1.0,0,0
